"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.524670667E0,2.290387115E0,-1.070873108E1,-1.845212860E0
3.534627667E0,2.068847809E0,-9.310937805E0,-1.374292145E0
3.544584667E0,1.524878998E0,-7.958350525E0,-6.450086975E-1
3.554541667E0,1.169368286E0,-6.242917786E0,1.607656860E-1
3.564498667E0,9.280700684E-1,-4.532724152E0,8.907975769E-1
3.574456667E0,9.717791748E-1,-2.934497681E0,1.400787048E0
3.584413667E0,9.936337280E-1,-1.492845612E0,1.179098053E0
3.594370667E0,9.918374634E-1,-4.505630493E-2,1.980381775E-1
3.604327667E0,1.156045990E0,1.178499298E0,-5.222639465E-1
3.614284667E0,1.047970734E0,2.051184540E0,-6.900650024E-1
3.624242667E0,7.220983887E-1,2.540966034E0,-7.903564453E-1
3.634199667E0,3.502716064E-1,2.410587158E0,-1.142873383E0
3.644156667E0,1.866618347E-1,1.771865387E0,-1.408570862E0
3.654113667E0,1.501377869E-1,6.976991272E-1,-1.394350433E0
3.664070667E0,-1.718426514E-1,-4.782554626E-1,-1.221909027E0
3.674027667E0,-4.248165894E-1,-1.046922913E0,-1.141526184E0
3.683985667E0,-6.237528992E-1,-1.226998444E0,-8.273295593E-1
3.693942125E0,-1.510508881E0,-1.610201569E0,-7.589218140E-2
3.703899125E0,-2.661315765E0,-2.079326019E0,4.870870972E-1
3.713856125E0,-2.944826202E0,-2.611020355E0,5.477110291E-1
3.723813125E0,-2.551144867E0,-3.324137421E0,4.526586914E-1
3.733770125E0,-1.658551025E0,-4.076323242E0,4.676275635E-1
3.743728125E0,-2.008822632E-1,-5.273833008E0,4.586462402E-1
3.753685125E0,9.313632202E-1,-7.730673981E0,3.252735901E-1
3.763642125E0,1.162033539E0,-1.169368286E1,4.655319214E-2
3.773599125E0,1.650617523E0,-1.667831726E1,-3.450325012E-1
3.783556125E0,2.714006195E0,-1.996009277E1,-3.802093506E-2
3.793514125E0,2.321821747E0,-2.209001358E1,2.402953033E0
3.803471125E0,4.195774841E-1,-2.229299149E1,3.024161224E0
3.813428125E0,-1.602118378E0,-2.045421524E1,1.903441772E0
3.823385125E0,-2.621648254E0,-1.835183716E1,1.115031281E0
3.833342125E0,-8.773255920E-1,-1.718875580E1,1.022224274E0
3.843299125E0,2.571053467E0,-1.738200394E1,1.948049011E0
3.853257125E0,4.902155914E0,-1.910537018E1,2.019001465E0
3.863214125E0,5.086871796E0,-2.153257278E1,9.422904968E-1
